Requisição feita via Ip Adress: 127.0.0.1, data: 22/09/2025, 08:13:44
, proveniencia: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36
Requisição feita via Ip Adress: 127.0.0.1, data: 25/09/2025, 22:36:00
, proveniencia: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36
Requisição feita via Ip Adress: 127.0.0.1, data: 25/09/2025, 22:36:59
, proveniencia: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36
Requisição feita via Ip Adress: 127.0.0.1, data: 25/09/2025, 22:38:16
, proveniencia: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36
Requisição feita via Ip Adress: 127.0.0.1, data: 25/09/2025, 22:38:33
, proveniencia: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36
Requisição feita via Ip Adress: 127.0.0.1, data: 25/09/2025, 22:38:59
, proveniencia: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36
Requisição feita via Ip Adress: 127.0.0.1, data: 25/09/2025, 22:40:19
, proveniencia: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36
Requisição feita via Ip Adress: 127.0.0.1, data: 25/09/2025, 22:45:30
, proveniencia: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36
Requisição feita via Ip Adress: 127.0.0.1, data: 25/09/2025, 22:47:01
, proveniencia: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36
Requisição feita via Ip Adress: 127.0.0.1, data: 25/09/2025, 22:49:02
, proveniencia: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36
Requisição feita via Ip Adress: 127.0.0.1, data: 25/09/2025, 22:50:14
, proveniencia: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36
Requisição feita via Ip Adress: 127.0.0.1, data: 25/09/2025, 22:51:02
, proveniencia: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36
Requisição feita via Ip Adress: 127.0.0.1, data: 25/09/2025, 22:53:02
, proveniencia: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36
Requisição feita via Ip Adress: 127.0.0.1, data: 25/09/2025, 22:53:24
, proveniencia: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36
Requisição feita via Ip Adress: 127.0.0.1, data: 25/09/2025, 22:54:08
, proveniencia: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36
Requisição feita via Ip Adress: 127.0.0.1, data: 25/09/2025, 22:54:53
, proveniencia: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36
Requisição feita via Ip Adress: 127.0.0.1, data: 25/09/2025, 22:56:34
, proveniencia: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36
Requisição feita via Ip Adress: 127.0.0.1, data: 25/09/2025, 23:00:44
, proveniencia: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36
Requisição feita via Ip Adress: 127.0.0.1, data: 25/09/2025, 23:02:16
, proveniencia: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36
Requisição feita via Ip Adress: 127.0.0.1, data: 25/09/2025, 23:07:37
, proveniencia: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36
Requisição feita via Ip Adress: 127.0.0.1, data: 25/09/2025, 23:11:01
, proveniencia: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36
Requisição feita via Ip Adress: 127.0.0.1, data: 25/09/2025, 23:12:59
, proveniencia: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36
Requisição feita via Ip Adress: 127.0.0.1, data: 25/09/2025, 23:12:59
, proveniencia: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36
Requisição feita via Ip Adress: 127.0.0.1, data: 25/09/2025, 23:13:20
, proveniencia: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36
Requisição feita via Ip Adress: 127.0.0.1, data: 25/09/2025, 23:13:20
, proveniencia: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36
Requisição feita via Ip Adress: 127.0.0.1, data: 25/09/2025, 23:14:39
, proveniencia: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36
Requisição feita via Ip Adress: 127.0.0.1, data: 25/09/2025, 23:14:39
, proveniencia: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36
Requisição feita via Ip Adress: 127.0.0.1, data: 25/09/2025, 23:15:18
, proveniencia: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36
Requisição feita via Ip Adress: 127.0.0.1, data: 25/09/2025, 23:15:18
, proveniencia: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36
Requisição feita via Ip Adress: 127.0.0.1, data: 26/09/2025, 16:43:13
, proveniencia: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36
Requisição feita via Ip Adress: 127.0.0.1, data: 26/09/2025, 16:43:15
, proveniencia: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36
Requisição feita via Ip Adress: 127.0.0.1, data: 26/09/2025, 16:43:55
, proveniencia: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36
Requisição feita via Ip Adress: 127.0.0.1, data: 26/09/2025, 16:43:55
, proveniencia: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36
Requisição feita via Ip Adress: 127.0.0.1, data: 26/09/2025, 16:44:27
, proveniencia: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36
Requisição feita via Ip Adress: 127.0.0.1, data: 26/09/2025, 16:44:27
, proveniencia: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36
Requisição feita via Ip Adress: 127.0.0.1, data: 26/09/2025, 16:44:36
, proveniencia: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36
Requisição feita via Ip Adress: 127.0.0.1, data: 26/09/2025, 16:44:36
, proveniencia: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36
Requisição feita via Ip Adress: 127.0.0.1, data: 26/09/2025, 16:44:39
, proveniencia: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36
Requisição feita via Ip Adress: 127.0.0.1, data: 26/09/2025, 16:44:39
, proveniencia: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36
Requisição feita via Ip Adress: 127.0.0.1, data: 26/09/2025, 16:44:49
, proveniencia: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36
Requisição feita via Ip Adress: 127.0.0.1, data: 26/09/2025, 16:44:49
, proveniencia: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36
Requisição feita via Ip Adress: 127.0.0.1, data: 26/09/2025, 16:44:58
, proveniencia: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36
Requisição feita via Ip Adress: 127.0.0.1, data: 26/09/2025, 16:44:58
, proveniencia: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36
Requisição feita via Ip Adress: 127.0.0.1, data: 26/09/2025, 16:45:18
, proveniencia: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36
Requisição feita via Ip Adress: 127.0.0.1, data: 26/09/2025, 16:45:18
, proveniencia: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36
Requisição feita via Ip Adress: 127.0.0.1, data: 26/09/2025, 16:45:25
, proveniencia: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36
Requisição feita via Ip Adress: 127.0.0.1, data: 26/09/2025, 16:45:26
, proveniencia: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36
Requisição feita via Ip Adress: 127.0.0.1, data: 26/09/2025, 17:25:15
, proveniencia: Thunder Client (https://www.thunderclient.com)
Requisição feita via Ip Adress: 127.0.0.1, data: 26/09/2025, 17:25:19
, proveniencia: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36
Requisição feita via Ip Adress: 127.0.0.1, data: 26/09/2025, 17:25:19
, proveniencia: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36
Requisição feita via Ip Adress: 127.0.0.1, data: 26/09/2025, 17:25:35
, proveniencia: Thunder Client (https://www.thunderclient.com)
Requisição feita via Ip Adress: 127.0.0.1, data: 26/09/2025, 17:25:39
, proveniencia: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36
Requisição feita via Ip Adress: 127.0.0.1, data: 26/09/2025, 17:25:39
, proveniencia: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36
Requisição feita via Ip Adress: 127.0.0.1, data: 26/09/2025, 17:26:13
, proveniencia: Thunder Client (https://www.thunderclient.com)
Requisição feita via Ip Adress: 127.0.0.1, data: 26/09/2025, 17:26:16
, proveniencia: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36
Requisição feita via Ip Adress: 127.0.0.1, data: 26/09/2025, 17:26:16
, proveniencia: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36
Requisição feita via Ip Adress: 127.0.0.1, data: 26/09/2025, 17:26:42
, proveniencia: Thunder Client (https://www.thunderclient.com)
Requisição feita via Ip Adress: 127.0.0.1, data: 26/09/2025, 17:26:47
, proveniencia: Thunder Client (https://www.thunderclient.com)
Requisição feita via Ip Adress: 127.0.0.1, data: 26/09/2025, 17:26:49
, proveniencia: Thunder Client (https://www.thunderclient.com)
Requisição feita via Ip Adress: 127.0.0.1, data: 26/09/2025, 17:26:51
, proveniencia: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36
Requisição feita via Ip Adress: 127.0.0.1, data: 26/09/2025, 17:26:51
, proveniencia: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36

    ===================================================
    [28/09/2025, 20:11:40]
    IP: 127.0.0.1
    Rota: POST /api.ecommerce/v1/carts/get-cart-datas/2
    Proveniência (User-Agent): insomnia/11.5.0
    ===================================================

    
    ===================================================
    [28/09/2025, 20:12:18]
    IP: 127.0.0.1
    Rota: POST /api.ecommerce/v1/carts/get-cart-datas/2
    Proveniência (User-Agent): insomnia/11.5.0
    ===================================================

    
    ===================================================
    [28/09/2025, 20:12:51]
    IP: 127.0.0.1
    Rota: POST /api.ecommerce/v1/carts/get-cart-datas/2
    Proveniência (User-Agent): insomnia/11.5.0
    ===================================================

    
    ===================================================
    [28/09/2025, 20:13:36]
    IP: 127.0.0.1
    Rota: GET /api.ecommerce/v1/carts/get-cart-datas/2
    Proveniência (User-Agent): insomnia/11.5.0
    ===================================================

    
    ===================================================
    [28/09/2025, 20:16:54]
    IP: 127.0.0.1
    Rota: GET /api.ecommerce/v1/carts/get-cart-datas/2
    Proveniência (User-Agent): insomnia/11.5.0
    ===================================================

    
    ===================================================
    [28/09/2025, 20:16:55]
    IP: 127.0.0.1
    Rota: GET /api.ecommerce/v1/carts/get-cart-datas/2
    Proveniência (User-Agent): insomnia/11.5.0
    ===================================================

    
    ===================================================
    [28/09/2025, 20:19:25]
    IP: 127.0.0.1
    Rota: GET /api.ecommerce/v1/carts/get-cart-datas/2
    Proveniência (User-Agent): insomnia/11.5.0
    ===================================================

    
    ===================================================
    [28/09/2025, 20:19:28]
    IP: 127.0.0.1
    Rota: GET /api.ecommerce/v1/carts/get-cart-datas/2
    Proveniência (User-Agent): insomnia/11.5.0
    ===================================================

    
    ===================================================
    DataTime: [28/09/2025, 20:20:32]
    IP: 127.0.0.1
    Rota: GET /api.ecommerce/v1/carts/get-cart-datas/2
    Proveniência (User-Agent): insomnia/11.5.0
    ===================================================

    
    ===================================================
    DataTime: [28/09/2025, 20:20:46]
    IP: 127.0.0.1
    Rota: POST /api.ecommerce/v1/carts/get-cart-datas/2
    Proveniência (User-Agent): insomnia/11.5.0
    ===================================================

    
    ===================================================
    DataTime: [28/09/2025, 20:20:48]
    IP: 127.0.0.1
    Rota: POST /api.ecommerce/v1/carts/get-cart-datas/2
    Proveniência (User-Agent): insomnia/11.5.0
    ===================================================

    
    ===================================================
    DataTime: [28/09/2025, 20:25:30]
    IP: 127.0.0.1
    Rota: POST /api.ecommerce/v1/carts/get-cart-datas/JkZi1Co3roQA8qHbtla9T
    Proveniência (User-Agent): insomnia/11.5.0
    ===================================================

    
    ===================================================
    DataTime: [28/09/2025, 20:25:36]
    IP: 127.0.0.1
    Rota: GET /api.ecommerce/v1/carts/get-cart-datas/JkZi1Co3roQA8qHbtla9T
    Proveniência (User-Agent): insomnia/11.5.0
    ===================================================

    
    ===================================================
    DataTime: [28/09/2025, 20:48:57]
    IP: 127.0.0.1
    Rota: POST /api.ecommerce/v1/carts/register-cart-item
    Proveniência (User-Agent): insomnia/11.5.0
    ===================================================

    
    ===================================================
    DataTime: [28/09/2025, 20:49:47]
    IP: 127.0.0.1
    Rota: POST /api.ecommerce/v1/carts/register-cart-item
    Proveniência (User-Agent): insomnia/11.5.0
    ===================================================

    
    ===================================================
    DataTime: [28/09/2025, 20:50:38]
    IP: 127.0.0.1
    Rota: POST /api.ecommerce/v1/carts/register-cart-item
    Proveniência (User-Agent): insomnia/11.5.0
    ===================================================

    
    ===================================================
    DataTime: [28/09/2025, 20:50:56]
    IP: 127.0.0.1
    Rota: POST /api.ecommerce/v1/carts/register-cart-item
    Proveniência (User-Agent): insomnia/11.5.0
    ===================================================

    
    ===================================================
    DataTime: [28/09/2025, 20:51:20]
    IP: 127.0.0.1
    Rota: POST /api.ecommerce/v1/carts/register-cart-item
    Proveniência (User-Agent): insomnia/11.5.0
    ===================================================

    
    ===================================================
    DataTime: [28/09/2025, 20:52:00]
    IP: 127.0.0.1
    Rota: POST /api.ecommerce/v1/carts/register-cart-item
    Proveniência (User-Agent): insomnia/11.5.0
    ===================================================

    
    ===================================================
    DataTime: [28/09/2025, 20:54:13]
    IP: 127.0.0.1
    Rota: POST /api.ecommerce/v1/carts/register-cart-item
    Proveniência (User-Agent): insomnia/11.5.0
    ===================================================

    
    ===================================================
    DataTime: [28/09/2025, 20:54:16]
    IP: 127.0.0.1
    Rota: POST /api.ecommerce/v1/carts/register-cart-item
    Proveniência (User-Agent): insomnia/11.5.0
    ===================================================

    
    ===================================================
    DataTime: [28/09/2025, 20:54:26]
    IP: 127.0.0.1
    Rota: POST /api.ecommerce/v1/carts/register-cart-item
    Proveniência (User-Agent): insomnia/11.5.0
    ===================================================

    
    ===================================================
    DataTime: [28/09/2025, 20:59:43]
    IP: 127.0.0.1
    Rota: POST /api.ecommerce/v1/carts/register-cart-item
    Proveniência (User-Agent): insomnia/11.5.0
    ===================================================

    
    ===================================================
    DataTime: [28/09/2025, 21:02:13]
    IP: 127.0.0.1
    Rota: POST /api.ecommerce/v1/carts/register-cart-item
    Proveniência (User-Agent): insomnia/11.5.0
    ===================================================

    
    ===================================================
    DataTime: [28/09/2025, 21:06:40]
    IP: 127.0.0.1
    Rota: POST /api.ecommerce/v1/carts/register-cart-item
    Proveniência (User-Agent): insomnia/11.5.0
    ===================================================

    
    ===================================================
    DataTime: [28/09/2025, 21:07:28]
    IP: 127.0.0.1
    Rota: POST /api.ecommerce/v1/carts/register-cart-item
    Proveniência (User-Agent): insomnia/11.5.0
    ===================================================

    
    ===================================================
    DataTime: [28/09/2025, 21:08:09]
    IP: 127.0.0.1
    Rota: POST /api.ecommerce/v1/carts/register-cart-item
    Proveniência (User-Agent): insomnia/11.5.0
    ===================================================

    
    ===================================================
    DataTime: [28/09/2025, 21:08:11]
    IP: 127.0.0.1
    Rota: POST /api.ecommerce/v1/carts/register-cart-item
    Proveniência (User-Agent): insomnia/11.5.0
    ===================================================

    
    ===================================================
    DataTime: [28/09/2025, 21:08:46]
    IP: 127.0.0.1
    Rota: POST /api.ecommerce/v1/carts/register-cart-item
    Proveniência (User-Agent): insomnia/11.5.0
    ===================================================

    
    ===================================================
    DataTime: [28/09/2025, 21:15:05]
    IP: 127.0.0.1
    Rota: POST /api.ecommerce/v1/carts/register-cart-item
    Proveniência (User-Agent): insomnia/11.5.0
    ===================================================

    
    ===================================================
    DataTime: [28/09/2025, 21:22:00]
    IP: 127.0.0.1
    Rota: POST /api.ecommerce/v1/carts/register-cart-item
    Proveniência (User-Agent): insomnia/11.5.0
    ===================================================

    
    ===================================================
    DataTime: [28/09/2025, 21:23:55]
    IP: 127.0.0.1
    Rota: POST /api.ecommerce/v1/carts/register-cart-item
    Proveniência (User-Agent): insomnia/11.5.0
    ===================================================

    
    ===================================================
    DataTime: [28/09/2025, 21:30:04]
    IP: 127.0.0.1
    Rota: GET /api.ecommerce/v1/carts/get-cart-tem/Ux_UIGAr8lhVVedvN6vuk
    Proveniência (User-Agent): insomnia/11.5.0
    ===================================================

    
    ===================================================
    DataTime: [28/09/2025, 21:30:45]
    IP: 127.0.0.1
    Rota: GET /api.ecommerce/v1/carts/get-cart-item/Ux_UIGAr8lhVVedvN6vuk
    Proveniência (User-Agent): insomnia/11.5.0
    ===================================================

    
    ===================================================
    DataTime: [28/09/2025, 21:32:18]
    IP: 127.0.0.1
    Rota: GET /api.ecommerce/v1/carts/delete-all-cart-item/Ux_UIGAr8lhVVedvN6vuk
    Proveniência (User-Agent): insomnia/11.5.0
    ===================================================

    
    ===================================================
    DataTime: [28/09/2025, 21:32:25]
    IP: 127.0.0.1
    Rota: DELETE /api.ecommerce/v1/carts/delete-all-cart-item/Ux_UIGAr8lhVVedvN6vuk
    Proveniência (User-Agent): insomnia/11.5.0
    ===================================================

    
    ===================================================
    DataTime: [28/09/2025, 21:32:28]
    IP: 127.0.0.1
    Rota: DELETE /api.ecommerce/v1/carts/delete-all-cart-item/Ux_UIGAr8lhVVedvN6vuk
    Proveniência (User-Agent): insomnia/11.5.0
    ===================================================

    
    ===================================================
    DataTime: [28/09/2025, 21:32:38]
    IP: 127.0.0.1
    Rota: DELETE /api.ecommerce/v1/carts/delete-all-cart-items/Ux_UIGAr8lhVVedvN6vu
    Proveniência (User-Agent): insomnia/11.5.0
    ===================================================

    
    ===================================================
    DataTime: [28/09/2025, 21:35:17]
    IP: 127.0.0.1
    Rota: DELETE /api.ecommerce/v1/carts/delete-all-cart-items/Ux_UIGAr8lhVVedvN6vu
    Proveniência (User-Agent): insomnia/11.5.0
    ===================================================

    
    ===================================================
    DataTime: [28/09/2025, 21:35:41]
    IP: 127.0.0.1
    Rota: DELETE /api.ecommerce/v1/carts/delete-all-cart-items/TGKzZeNzwzDs8h1RpbepR
    Proveniência (User-Agent): insomnia/11.5.0
    ===================================================

    
    ===================================================
    DataTime: [28/09/2025, 21:35:53]
    IP: 127.0.0.1
    Rota: DELETE /api.ecommerce/v1/carts/delete-all-cart-items/TGKzZeNzwzDs8h1RpbepR
    Proveniência (User-Agent): insomnia/11.5.0
    ===================================================

    
    ===================================================
    DataTime: [28/09/2025, 21:36:38]
    IP: 127.0.0.1
    Rota: POST /api.ecommerce/v1/carts/register-cart-item
    Proveniência (User-Agent): insomnia/11.5.0
    ===================================================

    
    ===================================================
    DataTime: [28/09/2025, 21:37:53]
